name,dtype,stored,size,ratio,nchunks,chunk_size,avg_chunk_stored,shape,chunk_shape,compressor,filters
/variant_MQ,int8,489.83 MiB,3.49 GiB, 7.3,374518,9.77 KiB,1.34 KiB,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=NOSHUFFLE, blocksize=0)",None
/variant_IMF,float32,161.37 MiB,13.95 GiB, 89,374518,39.06 KiB,451 bytes,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=NOSHUFFLE, blocksize=0)",None
/variant_IDV,int16,121.14 MiB,6.98 GiB, 59,374518,19.53 KiB,339 bytes,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=NOSHUFFLE, blocksize=0)",None
/variant_INDEL,bool,72.6 MiB,3.49 GiB, 49,374518,9.77 KiB,203 bytes,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=BITSHUFFLE, blocksize=0)",None
/variant_id,object,34.95 MiB,27.9 GiB, 8.2e+02,374518,78.12 KiB,97 bytes,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=NOSHUFFLE, blocksize=0)",[VLenUTF8()]
/variant_id_mask,bool,33.16 MiB,3.49 GiB, 1.1e+02,374518,9.77 KiB,92 bytes,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=BITSHUFFLE, blocksize=0)",None
/variant_contig,int16,32.44 MiB,6.98 GiB, 2.2e+02,374518,19.53 KiB,90 bytes,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=NOSHUFFLE, blocksize=0)",None
/variant_FS,float32,32.09 MiB,13.95 GiB, 4.5e+02,374518,39.06 KiB,89 bytes,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=NOSHUFFLE, blocksize=0)",None
/variant_MQ0F,float32,32.09 MiB,13.95 GiB, 4.5e+02,374518,39.06 KiB,89 bytes,"(3745170452,)","(10000,)","Blosc(cname='zstd', clevel=7, shuffle=NOSHUFFLE, blocksize=0)",None
/contig_length,int64,6.77 KiB,8.18 KiB, 1.2,1,8.18 KiB,6.77 KiB,"(1047,)","(1047,)","Blosc(cname='zstd', clevel=7, shuffle=SHUFFLE, blocksize=0)",None
/contig_id,object,6.2 KiB,8.18 KiB, 1.3,1,8.18 KiB,6.2 KiB,"(1047,)","(1047,)","Blosc(cname='zstd', clevel=7, shuffle=SHUFFLE, blocksize=0)",[VLenUTF8()]
/sample_id,object,5.46 KiB,8.3 KiB, 1.5,2,4.15 KiB,2.73 KiB,"(1063,)","(1000,)","Blosc(cname='zstd', clevel=7, shuffle=SHUFFLE, blocksize=0)",[VLenUTF8()]
/filter_id,object,4.43 KiB,8 bytes, 0.0018,1,8.0 bytes,4.43 KiB,"(1,)","(1,)","Blosc(cname='zstd', clevel=7, shuffle=SHUFFLE, blocksize=0)",[VLenUTF8()]
